kor,hanja
절첩장,折帖裝
사간판,寺刊板
저본,底本
권하,橡紙銀泥無上依經卷下
은사경,銀寫經
탁휘,卓輝
법해,法海
설잠,雪岑
성징,性澄
화기,畵記
선교합일,禪敎合一
염화시중,拈華示衆
의균,義均
석민,碩敏
성익,性益
지붕,智朋
체환,體環
쾌민,快敏
삼학,三學
조,條
대화원,大畵員
의균,義均
묘해,妙解
지영,智英
상명,尙明
철선묘,鐵線描
천오,天悟
금명,錦明
최훈,最熏
적조,寂照
지순,智淳
조한,祖閑
임한,任閑
복장주머니,腹藏囊
처일,處一
설법인,說法印
불회도,佛會圖
조형,祖型
환성사미타삼존조성결원문,還城寺彌陁三尊造成結願文
대선사,大禪師
성료,性了
선사,禪師
혜정,惠正
계회도,契會圖
가전,家傳
추관계회도,秋官契會圖
형조,刑曹
강변산수식,江邊山水式
기성입직사주도,騎省入直賜酒圖
병조,兵曹
금오계회도,金吾契會圖
의금부,義禁府
고식,古式
일문,一門
삼대,三代
장황,粧潢
호성공신교서,扈聖功臣敎書
의주,義州
정탁,鄭琢
책록,冊錄
임진전란사,壬辰戰亂史
대군주,大君主
고종,高宗
대한제국,大韓帝國
한,漢
후한,後漢
개창제,開倉帝
광무제,光武帝
광무,光武
국새,國璽
어새,御璽
어보,御寶
보인,寶印
보인부신총수,寶印符信總數
황제어새,皇帝御璽
어새류,御璽類
인주,印朱
이태리,義國
친서,親書
내대신,內大臣
비장,秘藏
제국익문사,帝國益聞社
장서각,藏書閣
제국익문사비보장정,帝國益聞社秘報章程
익문사,益聞社
옥보,玉寶
훈기,勳記
귀뉴형,龜鈕形
금보,金寶
보,寶
인,印
보인소의궤,寶印所儀軌
보장,寶匠
전흥길,全興吉
귀뉴형,龜鈕形
옥보,玉寶
보인부신총수,寶印符信總數
세자시강원,世子侍講院
국기,國旗
보인부신총수,寶印符信總數
뉴식,鈕式
보면,寶面
구첩전문,九疊篆
대한국새,大韓國璽
보장,寶匠
전흥길,全興吉
보장,寶匠
제고,制誥
대례의궤,大禮儀軌
보새,寶璽
책보조성소,冊寶造成所
심순택,沈舜澤
민병석,閔丙奭
보장,寶匠
서기,瑞氣
귀뉴,龜鈕
유대,鈕臺
보면,寶面
구첩전문,九疊篆
소전,小篆
대한국새,大韓國璽
황제지새,皇帝之璽
황제지보,皇帝之寶
칙명지보,勅命之寶
제고지보,制誥之寶
시명지보,施命之寶
명헌태후지보,明憲太后之寶
황후지보,皇后之寶
황태자보,皇太子寶
황태자비지보,皇太子妃之寶
대례의궤,大禮儀軌
보인부신총수,寶印符信總數
보신,寶身
서기,瑞氣
소전,小篆
원수부,元帥府
대원수보,大元帥寶
원수지보,元帥之寶
원수부인,元帥府印
대원수,大元帥
전군,全軍
보신,寶身
소전,小篆
뉴식,鈕式
귀뉴,龜鈕
뉴대,鈕臺
보면,寶面
결락,缺落
수보묵서명,修補墨書銘
승재색,僧齋色
시흥위위,內侍試興威衛
장사,長史
송,宋
최고,最古
접목조기법,接木造技法
대웅전관음개금현판,大雄殿觀音槪金懸板
중수원문,重修願文
보계,寶髻
보발,寶髮
승안,承安
신고전주의,新古典主義
삼신불상,三身佛像
강재희,姜在喜
조성발원문,造成發願文
현진,玄眞
응원,應元
수연,守衍
옥명,玉明
법령,法玲
명은,明訔
청허,淸虛
성인,性仁
보희,普熙
인균,印均
경현,敬玄
지수,志修
태감,太鑑
조상화원,造像畵員
성옥,性玉
승일,勝一
밀연,密衍
의인,義仁
치장,治匠
불사,佛事
지권인,智拳印
수인,手印
현진,玄眞
청헌,淸憲
호부낭중,戶部郞中
원접사,遠接使
천사사한진적,天使詞翰眞蹟
년,戊申
소망일,小望日
인명,人名
자호,字號
행서,行書
사가집,四佳集
증장원정서,贈張院正序
통문관지,通文館志
청송서,聽松書
청송,聽松
가도,賈島
두목,杜牧
구양수,歐陽脩
청은당,淸隱堂
인영,印影
소자,小字
대자,大字
담묵,淡墨
봉래,蓬萊
저광의,儲光羲
낙양도,洛陽道
선경,仙境
장욱,張旭
회소,懷素
방일,放逸
근묵,槿墨
시고,詩稿
원필세,圓筆勢
대자초서,大字草書
초성,草聖
천보탄,天寶灘
매학정,梅鶴亭
처사,處士
회소,懷素
동해옹,東海翁
옥산,玉山
대폭,大幅
고산,孤山
차운,次韻
시,詩
쓰다,孤山梅鶴亭主人書
삼태사,三太師
인문,印文
간정,簡淨
수작,秀作
남창,南窓
북애,北崖
아천군,鵞川君
의간공,懿簡公
제사,題辭
만사,晩沙
송설체,松雪體
선조,宣祖
계비,繼妃
배길기,裵吉基
제월당,濟月堂
원당,願堂
금광명최승왕경,金光明最勝王經
정명공주,貞明公主
명안공주관련유물,明安公主關聯遺物
원적,原蹟
대자,大字
부기,附記
어제칠언시,御製七言詩
행초,行草
효묘어필진적,孝廟御筆眞蹟
제서,題書
묵적,墨蹟
명상,名相
백헌집,白軒集
묵적,墨蹟
어찰지,御札紙
숙종어제,肅宗御製
전서,篆書
숙종성제보묵,肅宗聖製寶墨
갑,匣
현종,顯宗
궤장,几杖
숙빈묘,淑嬪廟
어필친제제문초,御筆親祭祭文草
축사,祝詞
최효원,崔孝元
육상묘,毓祥廟
육상묘,毓祥廟
소령원,昭寧園
육상궁,毓祥宮
공첩,空帖
전면대자,前面大字
서평군,西平君
비음,碑陰
전자,篆字
농대석,籠臺石
화양구곡,華陽九曲
읍궁암,泣弓巖
내의원,內醫院
부전지,附箋紙
비답,批答
사언시고,四言詩稿
서시옥당,書示玉堂
학사관,學士館
대자,大字
정와,靜窩
금니,金泥
은니,銀泥
시경,詩經
천보구여,天保九如
양각인,陽刻印
홍재,弘齋
만기지가,萬幾之暇
음양각인,陰陽刻印
성당,惺堂
정조황제어제어필,正祖皇帝御製御筆
제문상정사,題汶上精舍
기년작,記年作
정와,靜窩
문상정사,汶上精舍
운룡문,雲龍紋
규장지보,奎章之寶
홍재,弘齋
만기지가,萬幾之暇
어용인,御用印
궁중표장,宮中表裝
국제,菊製
어제,御題
별유,別諭
초기,草記
어서,御書
초고,草稿
모훈,謨訓
봉모당,奉謨堂
납입,納入
향낭,香囊
묵서,墨書
지희,智熙
청허,淸虛
영색,英賾
현욱,玄旭
천휘,天輝
나흠,懶欽
법찬,法燦
청헌,淸憲
개조,改造
상화원,上畵員
도익,道益
수원,守源
불격,佛格
탁휘,卓輝
도익,道益
도문,道文
설잠,雪岑
계순,戒淳
해영,海英
임란,壬亂
호란,胡亂
중종,中鍾
주장,鑄匠
화원,畵圓
원오비구,元悟比丘
사장,私匠
승장,僧匠
장,張
단권경,單卷經
불복,佛腹
범백사,凡百事
길흉,吉凶
오행사상,五行思想
사안,事案
횡간식,橫看式
택일,擇日
선택서,選擇書
종식,九焦日種植
장단성일,長短星日
천지앙일,天地殃日
광수공덕,廣修功德
재화,災禍
공덕,功德
오행사상,五行思想
성명학,星命學
원당주,願堂主
탑비,塔碑
음기,陰記
도평성,都評省
중도,衆徒
우법사,右法師
첩문,帖文
고사경,古寫經
고판경,古板經
사경체자,寫經體字
사경형식,寫經形式
권수제,卷首題
수당대,隋唐代
행자수,行字數
사성,寫成
의겸,儀謙
통영,統營
측우대,測雨臺
명문,銘文
자비도량참법집해,慈悲道場懺法集解
인본,印本
직지,直指
흥덕사자,興德寺字
교학적,敎學的
노자권재구의,老子鬳齋口義
구의체,口義體
노자권재구의,老子鬳齋口義
계미자,癸未字
경자자,庚子字
전존본,傳存本
노자권재구의,老子鬳齋口義
결장,缺張
전권,全卷
경자자,庚子字
인본,印本
전본,傳本
판본학상,版本學上
인본,印本
법수사지,法水寺址
천자문,千字文
서사,書寫
필체,筆體
판하본,板下本
간행,刊行
목판본,木板本
현전,現傳
유일,唯一
초간본,初刊本
석봉서체,石峰書體
교육사,敎育史
국어사,國語史
출판문화사,出版文化史
궁중나인,宮中內人
경안군,慶安君
수명장원,壽命長遠
고승,高僧
취미수초,翠微守初
혜희,慧熙
금문,金文
복장전적,順天松廣寺木造觀音菩薩坐像腹藏典籍
대방광불화엄경합론,大方廣佛華嚴經合論
박문손,朴文孫
광주목,全羅道光州牧
교장,敎藏
인본,印本
선,禪
병서,幷序
서대원사사문법장술,西大原寺沙門法藏述
의기,義記
기신론의기상,起信論義記上
진,晉
보주,補注
보자,補字
상호,相好
선문,禪門
마조,馬祖
백장,百丈
황벽,黃蘗
표제,標題
내제,內題
팔도선교대총섭,八道禪敎大總攝
봉래,蓬萊
금란가사,金襴袈裟
발우,鉢盂
정오,靜吾
청선,聽蟬
소릉공,少陵公
동주,東州
환어정주인,喚魚亭主人
범준,范俊
범씨심잠,范氏心箴
장시,長詩
애강두,哀江頭
수증자,受贈者
당시,唐詩
선장,線裝
선우추,鮮于樞
동토,童土
봉래,蓬萊
중봉세,中鋒勢
광초,狂草
기호학파,畿湖學派
송,宋
양시,楊時
저궁관매기강후,渚宮觀梅寄康侯
장지,壯紙
숭정기유청화춘옹서증손병하,崇禎己酉淸和春翁書贈孫炳夏
서축,書軸
하경,夏卿
매산,梅山
소릉,少陵
옥동,玉洞
성호,星湖
공십,共十
명,銘
동산,東山
명월,明月
북창,北窓
청풍,淸風
성서,城西
초당,草堂
매헌,梅軒
죽오,竹塢
대자서,大字書
당시,唐詩
경서,經書
시,詩
일화,逸話
왕희지,王羲之
소해,小楷
원필,圓筆
황기로,黃耆老
청선,聽蟬
공재,恭齋
문인,門人
상첩,上帖
소해,小楷
중해,中楷
대자서,大字書
사지격절,辭旨激切
이식현오,理識玄奧
광초,狂草
조자원리,造字原理
제발,題跋
운원,運元
관기,觀記
원교은자,員嶠隱者
도보,道甫
원교,員嶠
인영,印影
담옥색,淡玉色
금니,金泥
전서,篆書
석문,釋文
제첨,題簽
원교법첩,員喬法帖
전해초,篆楷艸
원교,員喬
원교법첩,員嶠法帖
작첩,作帖
서론적,書論的
여일,汝一
경재잠,敬齋箴
자간,字間
조전비,曺全碑
원령,元靈
원령필,元靈筆
첩장,帖裝
선장,線裝
옥저전,玉箸篆
갈필,渴筆
양시,楊時
죽청지,竹淸紙
절필,折筆
이양빙,李陽氷
옥저전,玉箸篆
조전비,曺全碑
동한시대,東漢時代
을영비,乙瑛碑
사신비,史晨碑
장천비,張遷碑
조전비,曺全碑
하승비,夏承碑
수작,秀作
고문,古文
다조,茶竈
약천,藥泉
정석,丁石
석가산,石假山
전서,篆書
구양순,歐陽詢
옹방강,翁方綱
천자문,千字文
개장,改裝
구양순,歐陽詢
저수량,褚遂良
안진경,顔眞卿
기준작,基準作
금석,金石
경서,經書
고졸,古拙
학문,學文
명은,明隱
의능,義能
태훈,太訓
경천,敬天
극수,克修
일휘,日輝
청헌,淸憲
법현,法玄
원택,元澤
두부,頭部
불사동참결연작복록,佛事同叅結緣作福錄
만력사십삼년을묘불상조성,萬曆四十三年乙卯佛像造成
의대,衣帶
수작,秀作
인영,印迎
탄준,誕隼
지변,智邊
서명,瑞明
종탄,宗誕
선우,善祐
조능,祖能
광흠,廣欽
홍특,弘特
각환,覺還
계홍,戒弘
오종범음집,五種梵音集
의겸,義謙
시주지,時住持
위,位
채운,彩雲
의겸,義謙
행종,幸宗
채인,採仁
명정,明淨
최우,最祐
원민,元敏
처영,處英
신영,信英
심감,心鑑
신오,信悟
득총,得聰
수곡면사곡리,水谷面士谷里
만,卍
만,卍
계당,戒堂
진옥,眞玉
문헌,文軒
속성,俗姓
왕,王
기문,記文
도대장미지산설봉사문천보,圖大匠彌智山雪峯沙門天宝
치죽,緇竹
득남,得男
득일,得一
설봉,雪峯
원권,圓圈
범자,梵字
파지옥진언,破地獄眞言
종비반석왕도미륭혜일장명법주사계,宗啚磐石王道彌隆惠日長明法周沙界
신사년,辛巳年
신사,辛巳
삼봉선생집,三峯先生集
중간,重刊
안동판,安東版
삼간,三刊
강릉판,江陵版
권근,權近
시고,詩稿
경제문감,經濟文鑑
조선경국전,朝鮮經國典
불씨잡변,佛氏雜辨
안동부,安東府
목판,木版
중간본,重刊本
제영,題詠
경제문감별집,經濟文鑑別集
강릉,江陵
추각,追刻
장판,藏板
삼봉집,三峯集
규장각,奎章閣
교정,校正
대구,大邱
목판,木版
삼봉선생집,三峯先生集
권수제,卷首題
비점,批點
어미,魚尾
비점,批點
수계선생비점맹호연집,須溪先生批點孟浩然集
성당기,盛唐期
시인,詩人
맹호연,孟浩然
원초,宋末元初
수계,須溪
비점,批點
길안,吉安
세종,世宗
남원도호부,南原都護府
유람,遊覽
증답,贈答
송별,送別
연악,宴樂
회사,懷思
전원,田園
조원복,趙元福
판각용,板刻用
정서본,淨書本
인수대비,仁粹大妃
한확,韓確
신숙주,申叔舟
명록,名錄
원,元
번각,飜刻
판각용,板刻用
고본,稿本
산학,算學
상명산,詳明算
계몽산,啓蒙算
양휘산,揚輝算
오조산,五曹算
지산,地算
신간상명산법,新刊詳明算法
지재,止齊
안눌,安訥
원,元
주세걸,朱世傑
산학계몽,算學啓蒙
남송,南宋
양휘,楊輝
양휘산법,揚輝算法
권두,卷頭
구장명수,九章名數
대소명수,大小名數
구구합수,九九合數
두곡장척,斗斛丈尺
근평전무,斤秤田畝
구결,口訣
승제견총,乘除見摠
인법,因法
가법,加法
승법,乘法
귀법,歸法
감법,減法
귀제,歸除
구일,求一
상제,商除
약분,約分
이승동제,異乘同除
취물추문,就物抽分
차분,差分
화합차분,和合差分
단필,端疋
근평,斤秤
퇴타,堆垜
반량창교,盤量倉窖
장량전무,丈量田畝
전무유량,田畝紐粮
수축,修築
신간상명산법,新刊詳明算法
명경당,明經堂
을해자,乙亥字
산학,算學
각길상지,覺吉祥智
시호,施護
온,蘊
처,處
계,界
연생,緣生
지,地
공,空
보리분,菩提分
성제,聖諦
정려,靜慮
무량심,無量心
무색정,無色定
해탈,解脫
입관,入觀
차제,次第
해탈문,解脫門
신통,神通
무외,無畏
무애해,無礙解
대자,大慈
대비,大悲
불공법,不共法
성문과,聲聞果
진여,眞如
무상,無相
법계,法界
법장,法藏
중희,仲希
현정기,顯正記
한계희,韓繼禧
국역,國譯
간경도감,刊經都監
후인,後印
심,心
심장,心臟
의식,儀式
공,空
자성,自性
자재암,自在庵
진금강경심경전,進金剛經心經箋
제기,題記
진전문,進箋文
후인,後印
학조,學祖
을해자,乙亥字
서제,序題
진운사문석중희술,縉雲沙門釋仲希述
원필,圓筆
판서자,板書者
안혜,安惠
유환,柳睆
박경,朴耕
정서,淨書
고정지,藁精紙
인경지,印經紙
간경도감,刊經都監
금강경심경전,金剛經心經箋
전시용,戰時用
시,詩
운담풍경근오천,雲淡風輕近午天
방화수류과전천,訪花隨柳過前川
치성,雉城
총안,銃眼
포루,鋪樓
전안,箭眼
현안,懸眼
성제,城制
총안,聰眼
협시청중도,脇侍聽衆圖
동인시화,東人詩話
서거정,徐居正
화국문장,華國文章
시론,詩論
완본,完本
마명,馬鳴
대승기신론,大乘起信論
정종분,正宗分
인연분,因綠分
해석분,解釋分
수행선심분,修行善心分
권수이익분,勸修利益分
원효,元曉
혜원,慧遠
의기,義記
종밀,宗密
권상지이,卷上之二
권하지일,卷下之一
권하지이,卷下之二
권상지일,卷上之一
백지금니범망보살계경,白紙金泥梵網菩薩戒經
충식,蟲食
표제,經名
범망경보살계서,梵網經菩薩戒序
수보살계법병서,受菩薩戒法幷序
수보살계의,受菩薩戒儀
사성기,寫成記
지암,芝岩
무외,無外
계원,戒元
사성기,寫成記
봉안기,奉安記
고운,孤雲
최치원,崔致遠
병화,兵禍
의윤,宜胤
정기,正己
진일,賑一
화산,華山
옥보,玉寶
증명,證明
운혜,雲惠
순치,順治
풍계순정,楓溪舜靜
수연,守衍
정,井
정,井
약기인,藥器印
정,井
불의,佛衣
증류비용본초,證類備用本草
정화본초,政和本草
당신미,唐愼微
경사증류비급본초,經史證類備急本草
구종석,寇宗奭
본초연의,本草衍義
성도,成都
화양,華陽
당신미,唐愼微
명방,名方
비약,秘藥
원풍,元豊
원부,元符
정고,定稿
본초학,本草学
경사증류비급본초,經史證類備急本草
대관,大觀
경의관,經醫官
애성,艾晟
중정,重正
대관경사증류비급본초,大觀經史證類備急本草
정화,政和
조효충,曹孝忠
정화신수증류비용본초,政和新修證類備用本草
소흥,紹興
소흥교정경사증류비급본초,紹興校定經史證類備急本草
순우,淳祐
평양,平陽
장존혜,張存惠
본초연의,本草衍義
중수정화경사증류비용본초,重修政和經史證類備用本草
회덕헌,晦德軒
중수정화경사증류비용본초,重修政和經史證類備用本草
삼강행실도,三綱行實圖
삼강오륜,三綱五倫
행실도류,行實圖類
전범,典範
삼강행실도,三綱行實圖
산략,刪略
삼강행실효자도,三綱行實孝子圖
삼강행실충신도,三綱行實忠臣圖
삼강행실도,三綱行實圖
삼강행실효자도,三綱行實孝子圖
삼강행실충신도,三綱行實忠臣圖
사적,事蹟
시,詩
찬,讚
삼강행실효자도,三綱行實孝子圖
효순사실,孝順事實
효행록,孝行錄
한,漢
당,唐
송,宋
원,元
시찬,詩讚
백권점,白圈點
단구,斷句
삼강행실도,三綱行實圖
광곽,匡郭
변란,邊欄
계선,界線
자획,字劃
화면,畵面
석준,釋俊
각민,覺敏
박지수,朴枝壽
교지,敎旨
가장,家藏
충효사,忠孝祠
송간일기,松澗日記
안견파,安堅派
단선점준,短線點皴
의궤,儀軌
기년작,紀年作
가필,加筆
최고,最古
이십삼상대회도,二十三霜臺會圖
박지수,朴枝壽
반남,潘南
겸지,謙之
장익,章翼
박동량,朴東亮
박필하,朴弼賀
설서,說書
검열,檢閱
정언,正言
수찬,修撰
도당록,都堂錄
신임사화,辛壬士禍
태인,泰仁
금원군,錦原君
우의정민진원비,右議政閔鎭遠碑
금원옹오십이세상,錦原翁五十二歲像
종이품,從二品
학정금대,鶴頂金帶
쌍학문양,雙鶴文樣
족좌대,足座臺
팔자형,八字形
안두,眼頭
종유,宗裕
운혜,雲惠
수연,守衍
경림,敬林
명계조각,冥界彫刻
송단,松壇
존경각,尊經閣
부사,府使
민주면,閔周冕
정로,正路
계림,桂林
문천,蚊川
대설위,大設位
외삼문,外三門
신삼문,神三門
전묘후학,前廟後學
지현,知玄
찬인,贊印
혜정,惠淨
도성,道聖
명신,明信
긍성,肯聖
명안,明眼
학륜,學倫
인종,印宗
인신,印信
숭정,崇禎
기사,己巳
현진,玄眞
승일,勝一
천민,天敏
수영,守英
현진,玄眞
결가부좌,結跏趺坐
사승,師承
재단,齋壇
채인,彩仁
일민,日敏
태현,太玄
의겸,義謙
성징,性澄
신정,愼淨
한영,漢英
인행,印行
세관,世冠
국영,國暎
칠여래,七如來
재단,齋檀
구장,舊藏
성징,性澄
세관,世冠
인행,印行
고면,鼓面
중구,中區
대장,大匠
금고,金鼓
금구,禁口
반자,盤子
범자,梵字
운룡,雲龍
포류수금문,蒲柳水禽文
여의두곽,如意頭廓
범자문,梵字文
대부,臺部
복련,覆蓮
가선대부,嘉善大夫
청곡사,靑谷寺
대방광불화엄경,大方廣佛華嚴經
화엄경,華嚴經
한역본,漢譯本
삼본,三本
진본,晉本
입법계품제삼십사지십,入法界品第三十四之十
상하단변,上下單邊
저지,楮紙
장정,裝訂
권축장,卷軸裝
권두,卷頭
권말,卷末
향목,香木
주칠,朱漆
함차,函次
대방광불화엄경,大方廣佛華嚴經
도,道
몽산화상,蒙山和尙
덕이,德異
업인,業因
아귀,餓鬼
축생,畜生
아수라,阿修羅
인간,人間
천상,天上
성문,聲聞
연각,緣覺
보살,菩薩
불,佛
사성,四聖
십계,十界
불서,佛書
홍치,弘治
진안,鎭安
용출산,聳出山
현암,懸庵
개판,開板
사주단변,四周單邊
행자수,行字數
상하대흑구,上下大黑口
상하내향흑어미,上下內向黑魚尾
구결,口訣
주,註
선장,線裝
개장,改裝
대광사판본,大光寺版本
수암,殊菴
각수,刻手
제반교,濟盤橋
소간의대,小簡儀臺
첨성대,瞻星臺
건원릉,健元陵
태조고황제,太祖高皇帝
현릉,玄陵
익공,翼工
숭릉,崇陵
현종,顯宗
쌍릉,雙陵
찬궁,攢宮
영릉,寧陵
천릉,遷陵
영릉,英陵
강릉,康陵
장릉,長陵
영릉,寧陵
목릉,穆陵
선조,宣祖
동원이강릉,同原異岡陵
유릉,裕陵
이건,移建
측벽,側壁
결구,結構
고주,高柱
공포,栱包
다포형식,多包形式
살미,山彌
동악,東岳
토함산,土含山
북고남저,北高南低
동고서저,東高西低
익랑,翼廊
좌경루,左經樓
범영루,泛影樓
불국사고금창기,佛國寺古今創記
대웅전중창단확기,大雄殿重創丹雘記
개와,蓋瓦
후불탱,後佛幀
박정희,朴正熙
초화문양,草花文樣
봉황,鳳凰
우주,隅柱
탱주,撐柱
갑석,甲石
기단,架構基壇
초화문양,草花文樣
봉황,鳳凰
전소,全燒
석주,石柱
야거형,野居形
영,榮
원년,景泰元年
경권,經卷
경태,景泰
법정,法正
법정,法正
조성화원,造成畵員
화성화원,畵成畵員
청허,靑虛
청헌,靑憲
발원문,發願文
수연,守衍
태전,太顚
현진,玄眞
문하승,門下僧
당대,唐代
수면,獸面
경산사지,慶山寺址
수면,獸面
매납,埋納
불설대보부모은중경판,佛說大報父母恩重經板
과판,科判
도각,刀刻
내입,內入
주자소응행절목,鑄字所應行節目
오수,寤修
서풍,書風
경판,經版
산학,算學
근덕서당,勤德書堂
습산국,習算局
산학,算學
산학,算學
최고본,最古本
시종,侍從
의주,義州
시종,侍從
정탁,鄭琢
관계,官階
몽진,蒙塵
계,階
노비,奴婢
전,田
결,結
은자,銀子
표리,表裏
단,段
내구마,內廐馬
필,匹
명록,名錄
시명지보,施命之寶
축두,軸頭
상아침,象牙針
충정,忠靖
시호,諡號
증시교지,贈諡敎旨
발급일자,發給日字
건륭십팔년사월이십삼일,乾隆十八年四月二十三日
어보,御寶
안인,安印
전기,傳記
고문서,古文書
원장,原粧
약사삼존도,藥師三尊圖
여래도,如來圖
팔상도,八相圖
아수라도,阿修羅圖
삼등분,三等分
아미타삼존도,阿彌陀三尊圖
구,軀
보살도,菩薩圖
사천왕도,四天王圖
여래도,如來圖
팔상도,八相圖
신중도,神衆圖
백색안료,白色顔料
삼관음도,線描三觀音圖
명,銘
신흥사대웅전중수기,新興寺大雄殿重修記
구,軀
동서,東西
팔상도,八相圖
향원,香遠
애련설,愛蓮說
향원지,香遠池
원림,苑林
수원,水源
열상진원,洌上眞源
일각문,一角門
봉집문,鳳集門
정취,情趣
창방,昌枋
초각,草刻
일출목,一出目
외목도리,外目道里
절병통,節甁桶
진선문,進善門
명당수,明堂水
금천,禁川
어구,御溝
의장,儀杖
노부,鹵簿
부벽,扶壁
연화보주형,蓮花寶珠形
하엽동자기둥,荷葉童子柱
환조,丸彫
귀면형,鬼面形
방형,方形
부용,芙蓉
방지,方池
천원지방,天圓地方
화계,花階
어수문,魚水門
주합루,宙合樓
서향각,書香閣
제월광풍관,霽月光風觀
사정기비각,四井記碑閣
택수재,澤水齋
부용정,芙蓉亭
주련,柱聯
십,十
익공,二翼工
계자난간,鷄子欄干
열십,十
장인,匠人
일호,一浩
축,軸
사자도,使者圖
연직사자,年直使者
월직사자,月直使者
일직사자,日直使者
시직사자,時直使者
축,軸
마,麻
팔대금강,八大金剛
사위보살,四位菩薩
정정공파,貞靖公派
동제,銅製
청화,靑畵
지문,誌文
장,一張
장,四張
흥녕부대부인,興寧府大夫人
경태,景泰
병자년,丙子年
년,景泰七年
화계,花階
어수문,魚水門
주합루,昌德宮宙合樓
만,卍
연경,演慶
